,lat,lon,day,week,month,year,date_for_plot,analysed_spim,plume
0,42.26499938964844,3.0,2014-01-04,01_01,01,2014,2014-01-04,,False
1,42.26499938964844,3.015000104904175,2014-01-04,01_01,01,2014,2014-01-04,,False
2,42.26499938964844,3.0299999713897705,2014-01-04,01_01,01,2014,2014-01-04,,False
3,42.26499938964844,3.0450000762939453,2014-01-04,01_01,01,2014,2014-01-04,,False
4,42.26499938964844,3.059999942779541,2014-01-04,01_01,01,2014,2014-01-04,,False
5,42.26499938964844,3.075000047683716,2014-01-04,01_01,01,2014,2014-01-04,,False
6,42.26499938964844,3.0899999141693115,2014-01-04,01_01,01,2014,2014-01-04,,False
7,42.26499938964844,3.1050000190734863,2014-01-04,01_01,01,2014,2014-01-04,,False
8,42.26499938964844,3.119999885559082,2014-01-04,01_01,01,2014,2014-01-04,,False
9,42.26499938964844,3.134999990463257,2014-01-04,01_01,01,2014,2014-01-04,,False
10,42.26499938964844,3.1500000953674316,2014-01-04,01_01,01,2014,2014-01-04,,False
11,42.26499938964844,3.1649999618530273,2014-01-04,01_01,01,2014,2014-01-04,,False
12,42.26499938964844,3.180000066757202,2014-01-04,01_01,01,2014,2014-01-04,,False
13,42.26499938964844,3.194999933242798,2014-01-04,01_01,01,2014,2014-01-04,,False
14,42.26499938964844,3.2100000381469727,2014-01-04,01_01,01,2014,2014-01-04,,False
15,42.26499938964844,3.2249999046325684,2014-01-04,01_01,01,2014,2014-01-04,,False
16,42.26499938964844,3.240000009536743,2014-01-04,01_01,01,2014,2014-01-04,,False
17,42.26499938964844,3.255000114440918,2014-01-04,01_01,01,2014,2014-01-04,,False
18,42.26499938964844,3.2699999809265137,2014-01-04,01_01,01,2014,2014-01-04,,False
19,42.26499938964844,3.2850000858306885,2014-01-04,01_01,01,2014,2014-01-04,,False
20,42.26499938964844,3.299999952316284,2014-01-04,01_01,01,2014,2014-01-04,0.5999999865889549,False
21,42.26499938964844,3.315000057220459,2014-01-04,01_01,01,2014,2014-01-04,0.6299999859184027,False
22,42.26499938964844,3.3299999237060547,2014-01-04,01_01,01,2014,2014-01-04,0.669999985024333,False
23,42.26499938964844,3.3450000286102295,2014-01-04,01_01,01,2014,2014-01-04,0.7299999836832285,False
24,42.26499938964844,3.359999895095825,2014-01-04,01_01,01,2014,2014-01-04,0.8699999805539846,False
25,42.26499938964844,3.375,2014-01-04,01_01,01,2014,2014-01-04,1.1199999749660492,False
26,42.26499938964844,3.390000104904175,2014-01-04,01_01,01,2014,2014-01-04,1.2849999712780118,False
27,42.26499938964844,3.4049999713897705,2014-01-04,01_01,01,2014,2014-01-04,1.2449999721720815,False
28,42.26499938964844,3.4200000762939453,2014-01-04,01_01,01,2014,2014-01-04,1.0849999757483602,False
29,42.26499938964844,3.434999942779541,2014-01-04,01_01,01,2014,2014-01-04,0.8599999807775021,False
30,42.26499938964844,3.450000047683716,2014-01-04,01_01,01,2014,2014-01-04,0.6099999863654375,False
31,42.26499938964844,3.4649999141693115,2014-01-04,01_01,01,2014,2014-01-04,0.4899999890476465,False
32,42.26499938964844,3.4800000190734863,2014-01-04,01_01,01,2014,2014-01-04,0.4499999899417162,False
33,42.26499938964844,3.494999885559082,2014-01-04,01_01,01,2014,2014-01-04,0.4499999899417162,False
34,42.26499938964844,3.509999990463257,2014-01-04,01_01,01,2014,2014-01-04,0.4449999900534749,False
35,42.26499938964844,3.5250000953674316,2014-01-04,01_01,01,2014,2014-01-04,0.36499999184161425,False
36,42.26499938964844,3.5399999618530273,2014-01-04,01_01,01,2014,2014-01-04,0.29999999329447746,False
37,42.26499938964844,3.555000066757202,2014-01-04,01_01,01,2014,2014-01-04,0.24499999452382326,False
38,42.26499938964844,3.569999933242798,2014-01-04,01_01,01,2014,2014-01-04,0.18999999575316906,False
39,42.26499938964844,3.5850000381469727,2014-01-04,01_01,01,2014,2014-01-04,0.17999999597668648,False
40,42.26499938964844,3.5999999046325684,2014-01-04,01_01,01,2014,2014-01-04,0.18499999586492777,False
41,42.26499938964844,3.615000009536743,2014-01-04,01_01,01,2014,2014-01-04,0.19999999552965164,False
