,lat,lon,analysed_spim
473,42.53,4.62,0.24999999441206455
474,42.53,4.635,0.24999999441206455
475,42.53,4.65,0.2199999950826168
476,42.53,4.665,0.2199999950826168
477,42.53,4.68,0.2199999950826168
478,42.53,4.695,0.2299999948590994
479,42.53,4.71,0.23999999463558197
480,42.53,4.725,0.23999999463558197
481,42.53,4.74,0.2299999948590994
482,42.53,4.755,0.23999999463558197
483,42.53,4.77,0.23999999463558197
484,42.53,4.785,0.23999999463558197
485,42.53,4.8,0.23999999463558197
486,42.53,4.815,0.24999999441206455
487,42.53,4.83,0.24999999441206455
488,42.53,4.845,0.2699999939650297
489,42.53,4.86,0.2799999937415123
490,42.53,4.875,0.2799999937415123
491,42.53,4.89,0.2799999937415123
492,42.53,4.905,0.2799999937415123
493,42.53,4.92,0.2899999935179949
494,42.53,4.935,0.2899999935179949
495,42.53,4.95,0.2899999935179949
496,42.53,4.965,0.2899999935179949
497,42.53,4.98,0.2899999935179949
498,42.53,4.995,0.2899999935179949
499,42.53,5.01,0.2899999935179949
500,42.53,5.025,0.29999999329447746
501,42.53,5.04,0.2899999935179949
502,42.53,5.055,0.2899999935179949
503,42.53,5.07,0.2899999935179949
504,42.53,5.085,0.29999999329447746
505,42.53,5.1,0.29999999329447746
506,42.53,5.115,0.2899999935179949
507,42.53,5.13,0.2899999935179949
508,42.53,5.145,0.29999999329447746
509,42.53,5.16,0.2899999935179949
510,42.53,5.175,0.2899999935179949
511,42.53,5.19,0.2799999937415123
512,42.53,5.205,0.2699999939650297
513,42.53,5.22,0.2699999939650297
514,42.53,5.235,0.2799999937415123
515,42.53,5.25,0.2799999937415123
516,42.53,5.265,0.2899999935179949
517,42.53,5.28,0.29999999329447746
518,42.53,5.295,0.29999999329447746
519,42.53,5.31,0.2799999937415123
520,42.53,5.325,0.2699999939650297
521,42.53,5.34,0.25999999418854713
522,42.53,5.355,0.25999999418854713
523,42.53,5.37,0.25999999418854713
524,42.53,5.385,0.2699999939650297
525,42.53,5.4,0.2799999937415123
526,42.53,5.415,0.29999999329447746
527,42.53,5.43,0.30999999307096004
528,42.53,5.445,0.30999999307096004
529,42.53,5.46,0.29999999329447746
530,42.53,5.475,0.2899999935179949
531,42.53,5.49,0.2899999935179949
532,42.54,3.51,0.3499999921768904
533,42.54,3.525,0.3499999921768904
534,42.54,3.54,0.2899999935179949
535,42.54,3.555,0.2899999935179949
536,42.54,3.57,0.29999999329447746
537,42.54,3.585,0.3199999928474426
538,42.54,3.6,0.3399999924004078
539,42.54,3.615,0.35999999195337296
540,42.54,3.63,0.35999999195337296
541,42.54,3.645,0.3799999915063381
542,42.54,3.66,0.3799999915063381
543,42.54,3.675,0.3899999912828207
544,42.54,3.69,0.3999999910593033
545,42.54,3.705,0.3199999928474426
546,42.54,3.72,0.2699999939650297
547,42.54,3.735,0.1599999964237213
548,42.54,3.75,0.17999999597668648
549,42.54,3.765,0.1599999964237213
550,42.54,3.78,0.13999999687075615
551,42.54,3.795,0.13999999687075615
552,42.54,3.81,0.12999999709427357
553,42.54,3.825,0.13999999687075615
554,42.54,3.84,0.1599999964237213
555,42.54,3.855,0.1699999962002039
556,42.54,3.87,0.17999999597668648
557,42.54,3.885,0.18999999575316906
558,42.54,3.9,0.19999999552965164
559,42.54,3.915,0.17999999597668648
560,42.54,3.93,0.19999999552965164
561,42.54,3.945,0.20999999530613422
562,42.54,3.96,0.23999999463558197
563,42.54,3.975,0.23999999463558197
564,42.54,3.99,0.24999999441206455
565,42.54,4.005,0.24999999441206455
566,42.54,4.02,0.24999999441206455
567,42.54,4.035,0.25999999418854713
568,42.54,4.05,0.2899999935179949
569,42.54,4.065,0.29999999329447746
570,42.54,4.08,0.3199999928474426
571,42.54,4.095,0.30999999307096004
572,42.54,4.11,0.2899999935179949
573,42.54,4.125,0.2899999935179949
574,42.54,4.14,0.29999999329447746
575,42.54,4.155,0.2799999937415123
576,42.54,4.17,0.25999999418854713
577,42.54,4.185,0.2799999937415123
578,42.54,4.2,0.2699999939650297
579,42.54,4.215,0.2799999937415123
580,42.54,4.23,0.2799999937415123
581,42.54,4.245,0.2799999937415123
582,42.54,4.26,0.25999999418854713
583,42.54,4.275,0.25999999418854713
584,42.54,4.29,0.23999999463558197
585,42.54,4.305,0.24999999441206455
586,42.54,4.32,0.23999999463558197
587,42.54,4.335,0.24999999441206455
588,42.54,4.35,0.23999999463558197
589,42.54,4.365,0.23999999463558197
590,42.54,4.38,0.2299999948590994
591,42.54,4.395,0.23999999463558197
592,42.54,4.41,0.24999999441206455
593,42.54,4.425,0.25999999418854713
594,42.54,4.44,0.2699999939650297
595,42.54,4.455,0.25999999418854713
596,42.54,4.47,0.24999999441206455
597,42.54,4.485,0.24999999441206455
598,42.54,4.5,0.23999999463558197
599,42.54,4.515,0.23999999463558197
600,42.54,4.53,0.23999999463558197
601,42.54,4.545,0.24999999441206455
602,42.54,4.56,0.24999999441206455
603,42.54,4.575,0.23999999463558197
604,42.54,4.59,0.2299999948590994
605,42.54,4.605,0.2299999948590994
606,42.54,4.62,0.23999999463558197
607,42.54,4.635,0.23999999463558197
608,42.54,4.65,0.20999999530613422
609,42.54,4.665,0.2299999948590994
610,42.54,4.68,0.2299999948590994
611,42.54,4.695,0.23999999463558197
612,42.54,4.71,0.24999999441206455
613,42.54,4.725,0.25999999418854713
614,42.54,4.74,0.24999999441206455
615,42.54,4.755,0.24999999441206455
616,42.54,4.77,0.24999999441206455
617,42.54,4.785,0.24999999441206455
618,42.54,4.8,0.24999999441206455
619,42.54,4.815,0.25999999418854713
620,42.54,4.83,0.25999999418854713
621,42.54,4.845,0.2699999939650297
622,42.54,4.86,0.2699999939650297
623,42.54,4.875,0.2799999937415123
624,42.54,4.89,0.2699999939650297
625,42.54,4.905,0.2799999937415123
626,42.54,4.92,0.2799999937415123
627,42.54,4.935,0.2899999935179949
628,42.54,4.95,0.2799999937415123
629,42.54,4.965,0.2899999935179949
630,42.54,4.98,0.2899999935179949
631,42.54,4.995,0.2799999937415123
632,42.54,5.01,0.2799999937415123
633,42.54,5.025,0.29999999329447746
634,42.54,5.04,0.29999999329447746
635,42.54,5.055,0.29999999329447746
636,42.54,5.07,0.29999999329447746
637,42.54,5.085,0.29999999329447746
638,42.54,5.1,0.29999999329447746
639,42.54,5.115,0.29999999329447746
640,42.54,5.13,0.2899999935179949
641,42.54,5.145,0.29999999329447746
642,42.54,5.16,0.2899999935179949
643,42.54,5.175,0.2799999937415123
