,lat,lon,date_for_plot,analysed_spim,plume
171,49.2599983215332,-0.4350000023841858,2025-01-11,,False
172,49.2599983215332,-0.41999998688697815,2025-01-11,,False
173,49.2599983215332,-0.4050000011920929,2025-01-11,,False
174,49.2599983215332,-0.38999998569488525,2025-01-11,,False
175,49.2599983215332,-0.375,2025-01-11,,False
176,49.2599983215332,-0.36000001430511475,2025-01-11,,False
177,49.2599983215332,-0.3449999988079071,2025-01-11,,False
178,49.2599983215332,-0.33000001311302185,2025-01-11,,False
179,49.2599983215332,-0.3149999976158142,2025-01-11,,False
180,49.2599983215332,-0.30000001192092896,2025-01-11,,False
181,49.2599983215332,-0.2849999964237213,2025-01-11,,False
182,49.2599983215332,-0.27000001072883606,2025-01-11,,False
183,49.2599983215332,-0.2549999952316284,2025-01-11,,False
184,49.2599983215332,-0.23999999463558197,2025-01-11,,False
185,49.2599983215332,-0.22499999403953552,2025-01-11,,False
186,49.2599983215332,-0.20999999344348907,2025-01-11,,False
187,49.2599983215332,-0.19499999284744263,2025-01-11,,False
188,49.2599983215332,-0.18000000715255737,2025-01-11,,False
189,49.2599983215332,-0.16500000655651093,2025-01-11,,False
190,49.2599983215332,-0.15000000596046448,2025-01-11,,False
191,49.2599983215332,-0.13500000536441803,2025-01-11,,False
192,49.2599983215332,-0.11999999731779099,2025-01-11,,False
193,49.2599983215332,-0.10499999672174454,2025-01-11,,False
194,49.2599983215332,-0.09000000357627869,2025-01-11,,False
195,49.2599983215332,-0.07500000298023224,2025-01-11,,False
196,49.2599983215332,-0.05999999865889549,2025-01-11,,False
197,49.2599983215332,-0.04500000178813934,2025-01-11,,False
198,49.2599983215332,-0.029999999329447746,2025-01-11,,False
199,49.2599983215332,-0.014999999664723873,2025-01-11,,False
200,49.2599983215332,0.0,2025-01-11,,False
201,49.2599983215332,0.014999999664723873,2025-01-11,,False
202,49.2599983215332,0.029999999329447746,2025-01-11,,False
203,49.2599983215332,0.04500000178813934,2025-01-11,,False
204,49.2599983215332,0.05999999865889549,2025-01-11,,False
205,49.2599983215332,0.07500000298023224,2025-01-11,,False
206,49.2599983215332,0.09000000357627869,2025-01-11,,False
207,49.2599983215332,0.10499999672174454,2025-01-11,,False
208,49.2599983215332,0.11999999731779099,2025-01-11,,False
209,49.2599983215332,0.13500000536441803,2025-01-11,,False
210,49.2599983215332,0.15000000596046448,2025-01-11,,False
211,49.2599983215332,0.16500000655651093,2025-01-11,,False
212,49.2599983215332,0.18000000715255737,2025-01-11,,False
213,49.2599983215332,0.19499999284744263,2025-01-11,,False
214,49.2599983215332,0.20999999344348907,2025-01-11,,False
215,49.2599983215332,0.22499999403953552,2025-01-11,,False
216,49.2599983215332,0.23999999463558197,2025-01-11,,False
217,49.2599983215332,0.2549999952316284,2025-01-11,,False
218,49.2599983215332,0.27000001072883606,2025-01-11,,False
219,49.2599983215332,0.2849999964237213,2025-01-11,,False
220,49.2599983215332,0.30000001192092896,2025-01-11,,False
221,49.2599983215332,0.3149999976158142,2025-01-11,,False
222,49.2599983215332,0.33000001311302185,2025-01-11,,False
223,49.2599983215332,0.3449999988079071,2025-01-11,,False
224,49.2599983215332,0.36000001430511475,2025-01-11,,False
225,49.2599983215332,0.375,2025-01-11,,False
226,49.2599983215332,0.38999998569488525,2025-01-11,,False
227,49.2599983215332,0.4050000011920929,2025-01-11,,False
228,49.2599983215332,0.41999998688697815,2025-01-11,,False
229,49.2599983215332,0.4350000023841858,2025-01-11,,False
230,49.2599983215332,0.44999998807907104,2025-01-11,,False
231,49.2599983215332,0.4650000035762787,2025-01-11,,False
232,49.2599983215332,0.47999998927116394,2025-01-11,,False
233,49.2599983215332,0.4950000047683716,2025-01-11,,False
234,49.27000045776367,-1.2450000047683716,2025-01-11,,False
235,49.27000045776367,-1.2300000190734863,2025-01-11,,False
236,49.27000045776367,-1.215000033378601,2025-01-11,,False
237,49.27000045776367,-1.2000000476837158,2025-01-11,,False
238,49.27000045776367,-1.184999942779541,2025-01-11,,False
239,49.27000045776367,-1.1699999570846558,2025-01-11,,False
240,49.27000045776367,-1.1549999713897705,2025-01-11,,False
241,49.27000045776367,-1.1399999856948853,2025-01-11,,False
242,49.27000045776367,-1.125,2025-01-11,,False
