,lat,lon,analysed_spim,shallow,plume
0,42.5,3.51,0.3299999926239252,False,False
1,42.5,3.525,0.3399999924004078,False,False
2,42.5,3.54,0.3399999924004078,False,False
3,42.5,3.555,0.3399999924004078,False,False
4,42.5,3.57,0.35999999195337296,False,False
5,42.5,3.585,0.35999999195337296,False,False
6,42.5,3.6,0.3799999915063381,False,False
7,42.5,3.615,0.40999999083578587,False,False
8,42.5,3.63,0.41999999061226845,False,False
9,42.5,3.645,0.3999999910593033,False,False
10,42.5,3.66,0.3299999926239252,False,False
11,42.5,3.675,0.3299999926239252,False,False
12,42.5,3.69,0.3399999924004078,False,False
13,42.5,3.705,0.2699999939650297,False,False
14,42.5,3.72,0.11999999731779099,False,False
15,42.5,3.735,0.14999999664723873,False,False
16,42.5,3.75,0.13999999687075615,False,False
17,42.5,3.765,0.14999999664723873,False,False
18,42.5,3.78,0.13999999687075615,False,False
19,42.5,3.795,0.13999999687075615,False,False
20,42.5,3.81,0.14999999664723873,False,False
21,42.5,3.825,0.14999999664723873,False,False
22,42.5,3.84,0.1599999964237213,False,False
23,42.5,3.855,0.1699999962002039,False,False
24,42.5,3.87,0.19999999552965164,False,False
25,42.5,3.885,0.2199999950826168,False,False
26,42.5,3.9,0.23999999463558197,False,False
27,42.5,3.915,0.25999999418854713,False,False
28,42.5,3.93,0.2799999937415123,False,False
29,42.5,3.945,0.25999999418854713,False,False
30,42.5,3.96,0.25999999418854713,False,False
31,42.5,3.975,0.25999999418854713,False,False
32,42.5,3.99,0.2699999939650297,False,False
33,42.5,4.005,0.2799999937415123,False,False
34,42.5,4.02,0.2799999937415123,False,False
35,42.5,4.035,0.2799999937415123,False,False
36,42.5,4.05,0.2799999937415123,False,False
37,42.5,4.065,0.2799999937415123,False,False
38,42.5,4.08,0.2799999937415123,False,False
39,42.5,4.095,0.2899999935179949,False,False
40,42.5,4.11,0.2799999937415123,False,False
41,42.5,4.125,0.2899999935179949,False,False
42,42.5,4.14,0.2899999935179949,False,False
43,42.5,4.155,0.2799999937415123,False,False
44,42.5,4.17,0.2799999937415123,False,False
45,42.5,4.185,0.2799999937415123,False,False
46,42.5,4.2,0.2899999935179949,False,False
47,42.5,4.215,0.2799999937415123,False,False
48,42.5,4.23,0.2799999937415123,False,False
49,42.5,4.245,0.2699999939650297,False,False
50,42.5,4.26,0.25999999418854713,False,False
51,42.5,4.275,0.25999999418854713,False,False
52,42.5,4.29,0.25999999418854713,False,False
53,42.5,4.305,0.2699999939650297,False,False
54,42.5,4.32,0.25999999418854713,False,False
55,42.5,4.335,0.2699999939650297,False,False
56,42.5,4.35,0.2699999939650297,False,False
57,42.5,4.365,0.2899999935179949,False,False
58,42.5,4.38,0.2799999937415123,False,False
59,42.5,4.395,0.2799999937415123,False,False
60,42.5,4.41,0.2799999937415123,False,False
61,42.5,4.425,0.25999999418854713,False,False
62,42.5,4.44,0.25999999418854713,False,False
63,42.5,4.455,0.24999999441206455,False,False
64,42.5,4.47,0.24999999441206455,False,False
65,42.5,4.485,0.24999999441206455,False,False
66,42.5,4.5,0.24999999441206455,False,False
67,42.5,4.515,0.24999999441206455,False,False
68,42.5,4.53,0.23999999463558197,False,False
69,42.5,4.545,0.23999999463558197,False,False
70,42.5,4.56,0.20999999530613422,False,False
71,42.5,4.575,0.2299999948590994,False,False
72,42.5,4.59,0.20999999530613422,False,False
73,42.5,4.605,0.2199999950826168,False,False
74,42.5,4.62,0.2199999950826168,False,False
75,42.5,4.635,0.2199999950826168,False,False
76,42.5,4.65,0.2299999948590994,False,False
77,42.5,4.665,0.19999999552965164,False,False
78,42.5,4.68,0.20999999530613422,False,False
79,42.5,4.695,0.19999999552965164,False,False
80,42.5,4.71,0.19999999552965164,False,False
81,42.5,4.725,0.19999999552965164,False,False
82,42.5,4.74,0.20999999530613422,False,False
83,42.5,4.755,0.2199999950826168,False,False
84,42.5,4.77,0.23999999463558197,False,False
85,42.5,4.785,0.23999999463558197,False,False
86,42.5,4.8,0.23999999463558197,False,False
87,42.5,4.815,0.23999999463558197,False,False
88,42.5,4.83,0.24999999441206455,False,False
89,42.5,4.845,0.25999999418854713,False,False
90,42.5,4.86,0.25999999418854713,False,False
91,42.5,4.875,0.2699999939650297,False,False
92,42.5,4.89,0.2699999939650297,False,False
93,42.5,4.905,0.2799999937415123,False,False
94,42.5,4.92,0.2799999937415123,False,False
95,42.5,4.935,0.2799999937415123,False,False
96,42.5,4.95,0.2899999935179949,False,False
97,42.5,4.965,0.2899999935179949,False,False
98,42.5,4.98,0.2899999935179949,False,False
99,42.5,4.995,0.2899999935179949,False,False
100,42.5,5.01,0.2899999935179949,False,False
101,42.5,5.025,0.2799999937415123,False,False
102,42.5,5.04,0.2899999935179949,False,False
103,42.5,5.055,0.29999999329447746,False,False
104,42.5,5.07,0.29999999329447746,False,False
105,42.5,5.085,0.29999999329447746,False,False
106,42.5,5.1,0.29999999329447746,False,False
107,42.5,5.115,0.30999999307096004,False,False
108,42.5,5.13,0.2899999935179949,False,False
109,42.5,5.145,0.29999999329447746,False,False
110,42.5,5.16,0.2899999935179949,False,False
111,42.5,5.175,0.2799999937415123,False,False
112,42.5,5.19,0.2799999937415123,False,False
113,42.5,5.205,0.2699999939650297,False,False
114,42.5,5.22,0.2699999939650297,False,False
115,42.5,5.235,0.2699999939650297,False,False
116,42.5,5.25,0.25999999418854713,False,False
117,42.5,5.265,0.2699999939650297,False,False
118,42.5,5.28,0.2699999939650297,False,False
119,42.5,5.295,0.2699999939650297,False,False
120,42.5,5.31,0.2699999939650297,False,False
121,42.5,5.325,0.2699999939650297,False,False
122,42.5,5.34,0.25999999418854713,False,False
123,42.5,5.355,0.24999999441206455,False,False
124,42.5,5.37,0.25999999418854713,False,False
125,42.5,5.385,0.25999999418854713,False,False
126,42.5,5.4,0.2699999939650297,False,False
127,42.5,5.415,0.2699999939650297,False,False
128,42.5,5.43,0.2899999935179949,False,False
129,42.5,5.445,0.29999999329447746,False,False
130,42.5,5.46,0.30999999307096004,False,False
131,42.5,5.475,0.30999999307096004,False,False
132,42.5,5.49,0.30999999307096004,False,False
133,42.51,3.51,0.3399999924004078,False,False
134,42.51,3.525,0.35999999195337296,False,False
135,42.51,3.54,0.3499999921768904,False,False
136,42.51,3.555,0.35999999195337296,False,False
137,42.51,3.57,0.36999999172985554,False,False
138,42.51,3.585,0.36999999172985554,False,False
139,42.51,3.6,0.3899999912828207,False,False
140,42.51,3.615,0.3999999910593033,False,False
141,42.51,3.63,0.3999999910593033,False,False
142,42.51,3.645,0.3999999910593033,False,False
143,42.51,3.66,0.40999999083578587,False,False
144,42.51,3.675,0.40999999083578587,False,False
145,42.51,3.69,0.40999999083578587,False,False
146,42.51,3.705,0.3199999928474426,False,False
147,42.51,3.72,0.25999999418854713,False,False
148,42.51,3.735,0.1599999964237213,False,False
149,42.51,3.75,0.1599999964237213,False,False
150,42.51,3.765,0.13999999687075615,False,False
151,42.51,3.78,0.13999999687075615,False,False
152,42.51,3.795,0.14999999664723873,False,False
153,42.51,3.81,0.14999999664723873,False,False
154,42.51,3.825,0.14999999664723873,False,False
155,42.51,3.84,0.1599999964237213,False,False
156,42.51,3.855,0.1699999962002039,False,False
157,42.51,3.87,0.19999999552965164,False,False
158,42.51,3.885,0.2199999950826168,False,False
159,42.51,3.9,0.2199999950826168,False,False
160,42.51,3.915,0.2299999948590994,False,False
161,42.51,3.93,0.23999999463558197,False,False
162,42.51,3.945,0.24999999441206455,False,False
163,42.51,3.96,0.25999999418854713,False,False
164,42.51,3.975,0.25999999418854713,False,False
165,42.51,3.99,0.2699999939650297,False,False
166,42.51,4.005,0.2699999939650297,False,False
167,42.51,4.02,0.2799999937415123,False,False
168,42.51,4.035,0.2799999937415123,False,False
169,42.51,4.05,0.2799999937415123,False,False
170,42.51,4.065,0.2899999935179949,False,False
171,42.51,4.08,0.29999999329447746,False,False
172,42.51,4.095,0.2799999937415123,False,False
173,42.51,4.11,0.2799999937415123,False,False
174,42.51,4.125,0.2799999937415123,False,False
175,42.51,4.14,0.2899999935179949,False,False
176,42.51,4.155,0.2899999935179949,False,False
177,42.51,4.17,0.2799999937415123,False,False
178,42.51,4.185,0.2799999937415123,False,False
179,42.51,4.2,0.2799999937415123,False,False
180,42.51,4.215,0.2799999937415123,False,False
181,42.51,4.23,0.2799999937415123,False,False
182,42.51,4.245,0.2699999939650297,False,False
183,42.51,4.26,0.25999999418854713,False,False
184,42.51,4.275,0.25999999418854713,False,False
185,42.51,4.29,0.25999999418854713,False,False
186,42.51,4.305,0.24999999441206455,False,False
187,42.51,4.32,0.25999999418854713,False,False
188,42.51,4.335,0.2699999939650297,False,False
189,42.51,4.35,0.2699999939650297,False,False
190,42.51,4.365,0.2799999937415123,False,False
191,42.51,4.38,0.2699999939650297,False,False
192,42.51,4.395,0.2699999939650297,False,False
193,42.51,4.41,0.25999999418854713,False,False
194,42.51,4.425,0.25999999418854713,False,False
195,42.51,4.44,0.25999999418854713,False,False
196,42.51,4.455,0.2699999939650297,False,False
197,42.51,4.47,0.25999999418854713,False,False
198,42.51,4.485,0.25999999418854713,False,False
199,42.51,4.5,0.24999999441206455,False,False
200,42.51,4.515,0.24999999441206455,False,False
201,42.51,4.53,0.23999999463558197,False,False
202,42.51,4.545,0.24999999441206455,False,False
203,42.51,4.56,0.25999999418854713,False,False
204,42.51,4.575,0.25999999418854713,False,False
205,42.51,4.59,0.23999999463558197,False,False
206,42.51,4.605,0.2299999948590994,False,False
207,42.51,4.62,0.23999999463558197,False,False
208,42.51,4.635,0.2299999948590994,False,False
209,42.51,4.65,0.23999999463558197,False,False
210,42.51,4.665,0.20999999530613422,False,False
211,42.51,4.68,0.19999999552965164,False,False
212,42.51,4.695,0.20999999530613422,False,False
213,42.51,4.71,0.19999999552965164,False,False
214,42.51,4.725,0.19999999552965164,False,False
215,42.51,4.74,0.20999999530613422,False,False
216,42.51,4.755,0.2299999948590994,False,False
217,42.51,4.77,0.23999999463558197,False,False
218,42.51,4.785,0.23999999463558197,False,False
219,42.51,4.8,0.23999999463558197,False,False
220,42.51,4.815,0.24999999441206455,False,False
221,42.51,4.83,0.24999999441206455,False,False
222,42.51,4.845,0.2699999939650297,False,False
223,42.51,4.86,0.2699999939650297,False,False
224,42.51,4.875,0.2699999939650297,False,False
225,42.51,4.89,0.2799999937415123,False,False
226,42.51,4.905,0.2799999937415123,False,False
227,42.51,4.92,0.2799999937415123,False,False
228,42.51,4.935,0.2899999935179949,False,False
229,42.51,4.95,0.2899999935179949,False,False
230,42.51,4.965,0.2899999935179949,False,False
231,42.51,4.98,0.2899999935179949,False,False
232,42.51,4.995,0.2899999935179949,False,False
233,42.51,5.01,0.2799999937415123,False,False
234,42.51,5.025,0.2899999935179949,False,False
235,42.51,5.04,0.2899999935179949,False,False
236,42.51,5.055,0.2899999935179949,False,False
237,42.51,5.07,0.29999999329447746,False,False
238,42.51,5.085,0.29999999329447746,False,False
239,42.51,5.1,0.29999999329447746,False,False
240,42.51,5.115,0.29999999329447746,False,False
241,42.51,5.13,0.2899999935179949,False,False
242,42.51,5.145,0.2799999937415123,False,False
243,42.51,5.16,0.2899999935179949,False,False
244,42.51,5.175,0.2799999937415123,False,False
245,42.51,5.19,0.2799999937415123,False,False
246,42.51,5.205,0.2699999939650297,False,False
247,42.51,5.22,0.25999999418854713,False,False
248,42.51,5.235,0.2699999939650297,False,False
249,42.51,5.25,0.2699999939650297,False,False
250,42.51,5.265,0.2699999939650297,False,False
251,42.51,5.28,0.2799999937415123,False,False
