,lat,lon,analysed_spim,plume
22117,42.265,3.0,,False
22118,42.265,3.015,,False
22119,42.265,3.03,,False
22120,42.265,3.045,,False
22121,42.265,3.06,,False
22122,42.265,3.075,,False
22123,42.265,3.09,,False
22124,42.265,3.105,,False
22125,42.265,3.12,,False
22126,42.265,3.135,,False
22127,42.265,3.15,,False
22128,42.265,3.165,,False
22129,42.265,3.18,,False
22130,42.265,3.195,,False
22131,42.265,3.21,,False
22132,42.265,3.225,,False
22133,42.265,3.24,,False
22134,42.265,3.255,,False
22135,42.265,3.27,,False
22136,42.265,3.285,,False
22137,42.265,3.3,0.5999999865889549,False
22138,42.265,3.315,0.6299999859184027,False
22139,42.265,3.33,0.669999985024333,False
22140,42.265,3.345,0.7299999836832285,False
22141,42.265,3.36,0.8699999805539846,False
22142,42.265,3.375,1.1199999749660492,False
22143,42.265,3.39,1.2849999712780118,False
22144,42.265,3.405,1.2449999721720815,False
22145,42.265,3.42,1.0849999757483602,False
22146,42.265,3.435,0.8599999807775021,False
22147,42.265,3.45,0.6099999863654375,False
22148,42.265,3.465,0.4899999890476465,False
22149,42.265,3.48,0.4499999899417162,False
22150,42.265,3.495,0.4499999899417162,False
22151,42.265,3.51,0.4449999900534749,False
22152,42.265,3.525,0.36499999184161425,False
22153,42.265,3.54,0.29999999329447746,False
22154,42.265,3.555,0.24499999452382326,False
22155,42.265,3.57,0.18999999575316906,False
22156,42.265,3.585,0.17999999597668648,False
22157,42.265,3.6,0.18499999586492777,False
22158,42.265,3.615,0.19999999552965164,False
22159,42.265,3.63,0.20499999541789293,False
22160,42.265,3.645,0.21499999519437551,False
22161,42.265,3.66,0.2199999950826168,False
22162,42.265,3.675,0.23999999463558197,False
22163,42.265,3.69,0.24499999452382326,False
22164,42.265,3.705,0.25499999430030584,False
22165,42.265,3.72,0.25499999430030584,False
22166,42.265,3.735,0.24999999441206455,False
22167,42.265,3.75,0.24999999441206455,False
22168,42.265,3.765,0.24999999441206455,False
22169,42.265,3.78,0.24999999441206455,False
22170,42.265,3.795,0.24999999441206455,False
22171,42.265,3.81,0.23499999474734068,False
22172,42.265,3.825,0.2249999949708581,False
22173,42.265,3.84,0.2199999950826168,False
22174,42.265,3.855,0.2249999949708581,False
22175,42.265,3.87,0.2299999948590994,False
22176,42.265,3.885,0.23499999474734068,False
22177,42.265,3.9,0.23499999474734068,False
22178,42.265,3.915,0.2249999949708581,False
22179,42.265,3.93,0.2249999949708581,False
22180,42.265,3.945,0.2249999949708581,False
22181,42.265,3.96,0.2199999950826168,False
22182,42.265,3.975,0.2199999950826168,False
22183,42.265,3.99,0.2199999950826168,False
22184,42.265,4.005,0.2199999950826168,False
22185,42.265,4.02,0.2249999949708581,False
22186,42.265,4.035,0.23499999474734068,False
22187,42.265,4.05,0.23999999463558197,False
22188,42.265,4.065,0.23499999474734068,False
22189,42.265,4.08,0.23999999463558197,False
22190,42.265,4.095,0.23999999463558197,False
22191,42.265,4.11,0.23499999474734068,False
22192,42.265,4.125,0.23499999474734068,False
22193,42.265,4.14,0.2249999949708581,False
22194,42.265,4.155,0.21499999519437551,False
22195,42.265,4.17,0.2199999950826168,False
22196,42.265,4.185,0.21499999519437551,False
22197,42.265,4.2,0.20999999530613422,False
22198,42.265,4.215,0.19999999552965164,False
22199,42.265,4.23,0.19999999552965164,False
22200,42.265,4.245,0.18999999575316906,False
22201,42.265,4.26,0.18499999586492777,False
22202,42.265,4.275,0.17999999597668648,False
22203,42.265,4.29,0.1749999960884452,False
22204,42.265,4.305,0.1749999960884452,False
22205,42.265,4.32,0.1599999964237213,False
22206,42.265,4.335,0.15499999653548002,False
22207,42.265,4.35,0.14999999664723873,False
22208,42.265,4.365,0.14999999664723873,False
22209,42.265,4.38,0.14999999664723873,False
22210,42.265,4.395,0.14999999664723873,False
22211,42.265,4.41,0.14499999675899744,False
22212,42.265,4.425,0.12999999709427357,False
22213,42.265,4.44,0.12999999709427357,False
22214,42.265,4.455,0.14499999675899744,False
22215,42.265,4.47,0.13499999698251486,False
22216,42.265,4.485,0.14499999675899744,False
22217,42.265,4.5,0.14999999664723873,False
22218,42.265,4.515,0.15499999653548002,False
22219,42.265,4.53,0.2849999936297536,False
22220,42.265,4.545,0.3349999925121665,False
22221,42.265,4.56,0.3799999915063381,False
22222,42.265,4.575,0.42499999050050974,False
22223,42.265,4.59,0.4949999889358878,False
22224,42.265,4.605,0.4549999898299575,False
22225,42.265,4.62,0.4349999902769923,False
22226,42.265,4.635,0.4349999902769923,False
22227,42.265,4.65,0.41499999072402716,False
22228,42.265,4.665,0.40999999083578587,False
22229,42.265,4.68,0.4049999909475446,False
22230,42.265,4.695,0.3849999913945794,False
22231,42.265,4.71,0.37499999161809683,False
22232,42.265,4.725,0.3899999912828207,False
22233,42.265,4.74,0.3799999915063381,False
22234,42.265,4.755,0.3849999913945794,False
22235,42.265,4.77,0.3349999925121665,False
22236,42.265,4.785,0.2699999939650297,False
22237,42.265,4.8,0.25999999418854713,False
22238,42.265,4.815,0.36999999172985554,False
22239,42.265,4.83,0.3849999913945794,False
22240,42.265,4.845,0.3999999910593033,False
22241,42.265,4.86,0.394999991171062,False
22242,42.265,4.875,0.41999999061226845,False
22243,42.265,4.89,0.4349999902769923,False
22244,42.265,4.905,0.4399999901652336,False
22245,42.265,4.92,0.4499999899417162,False
22246,42.265,4.935,0.47499998938292265,False
22247,42.265,4.95,0.4499999899417162,False
22248,42.265,4.965,0.4349999902769923,False
22249,42.265,4.98,0.41499999072402716,False
22250,42.265,4.995,0.3999999910593033,False
22251,42.265,5.01,0.42499999050050974,False
22252,42.265,5.025,0.42999999038875103,False
22253,42.265,5.04,0.4449999900534749,False
22254,42.265,5.055,0.5399999879300594,False
22255,42.265,5.07,0.6199999861419201,False
22256,42.265,5.085,0.6199999861419201,False
22257,42.265,5.1,0.6199999861419201,False
22258,42.265,5.115,0.3249999927356839,False
22259,42.265,5.13,0.29999999329447746,False
22260,42.265,5.145,0.29499999340623617,False
22261,42.265,5.16,0.29999999329447746,False
22262,42.265,5.175,0.30499999318271875,False
22263,42.265,5.19,0.31499999295920134,False
22264,42.265,5.205,0.30499999318271875,False
22265,42.265,5.22,0.36499999184161425,False
22266,42.265,5.235,0.2649999940767884,False
22267,42.265,5.25,0.25999999418854713,False
22268,42.265,5.265,0.2699999939650297,False
22269,42.265,5.28,0.2649999940767884,False
22270,42.265,5.295,0.2699999939650297,False
22271,42.265,5.31,0.2649999940767884,False
22272,42.265,5.325,0.25999999418854713,False
22273,42.265,5.34,0.2649999940767884,False
22274,42.265,5.355,0.274999993853271,False
