,longitude,latitude,distance_km,analysed_spim,kept
128,4.725,43.24,13.174754694160972,5.479999877512455,True
129,4.71,43.23,14.821599030931095,5.079999886453152,True
130,4.695,43.22,16.468443367701216,5.009999888017774,True
131,4.68,43.21,18.11528770447134,5.569999875500798,True
132,4.665,43.2,19.762132041241458,6.189999861642718,True
133,4.65,43.19,21.40897637801158,5.949999867007136,True
134,4.635,43.18,23.055820714781703,5.129999885335565,True
135,4.62,43.17,24.702665051551822,4.25999990478158,True
136,4.605,43.16,26.349509388321945,3.3899999242275953,True
137,4.59,43.15,27.996353725092067,2.369999947026372,False
138,4.575,43.14,29.64319806186219,1.50999996624887,False
139,4.56,43.13,31.29004239863231,0.9199999794363976,False
140,4.545,43.12,32.93688673540243,0.6799999848008156,False
141,4.53,43.11,34.583731072172554,0.5599999874830246,False
142,4.515,43.1,36.23057540894268,0.6199999861419201,False
143,4.5,43.09,37.87741974571279,0.5599999874830246,False
144,4.485,43.08,39.524264082482915,0.6799999848008156,False
145,4.47,43.07,41.17110841925304,0.5899999868124723,False
146,4.455,43.06,42.81795275602316,0.5599999874830246,False
147,4.44,43.05,44.46479709279328,0.6099999863654375,False
148,4.425,43.04,46.111641429563406,0.4999999888241291,False
149,4.41,43.03,47.75848576633353,0.25999999418854713,False
150,4.845,43.32,0.0,11.429999744519591,True
151,4.83,43.31,1.6468443367701215,9.559999786317348,True
152,4.815,43.3,3.293688673540243,7.799999825656414,True
153,4.8,43.29,4.940533010310364,5.349999880418181,True
154,4.8,43.28,5.74723163048343,6.4499998558312654,True
155,4.785,43.27,7.380970000964541,4.649999896064401,True
156,4.77,43.26,9.019476561028995,5.029999887570739,True
157,4.755,43.25,10.660552952538062,4.959999889135361,True
158,4.755,43.24,11.49446326096686,5.649999873712659,True
159,4.74,43.23,13.126564016130938,6.799999848008156,True
160,4.725,43.22,14.761940001929082,7.059999842196703,True
161,4.71,43.21,16.399611425598717,6.989999843761325,True
162,4.71,43.2,17.24169489145029,8.349999813362956,True
163,4.695,43.19,18.87315528503083,8.47999981045723,True
164,4.68,43.18,20.507075136035734,8.649999806657434,True
165,4.665,43.17,22.142910002893622,7.969999821856618,True
166,4.665,43.16,22.98892652193372,7.959999822080135,True
167,4.65,43.15,24.620045507371614,7.35999983549118,True
168,4.635,43.14,26.253128032261877,6.69999985024333,True
169,4.62,43.13,27.887829150199615,5.719999872148037,True
170,4.62,43.12,28.736158152417147,5.339999880641699,True
171,4.605,43.11,30.36706495508036,2.7899999376386404,True
172,4.59,43.1,31.999604296780177,1.0699999760836363,False
173,4.575,43.09,33.6335384527715,0.6799999848008156,False
174,4.575,43.08,34.48338978290058,0.6399999856948853,False
175,4.56,43.07,36.11415193543867,0.6499999854713678,False
176,4.545,43.06,37.74631057006166,0.6899999845772982,False
177,4.53,43.05,39.37969204839282,0.7699999827891588,False
178,4.53,43.04,40.23062141338401,0.7399999834597111,False
179,4.515,43.03,41.86127863401554,0.7099999841302633,False
180,4.845,43.32,0.0,11.429999744519591,True
181,4.83,43.31,1.6468443367701215,9.559999786317348,True
182,4.83,43.3,2.5312359728641667,9.479999788105488,True
183,4.815,43.29,4.123932251240749,8.039999820291996,True
184,4.815,43.28,5.062471945728333,7.759999826550484,True
185,4.8,43.27,6.641976306547515,6.269999859854579,True
186,4.8,43.26,7.5937079185925,6.239999860525131,True
187,4.785,43.25,9.16728926135184,5.789999870583415,True
188,4.785,43.24,10.124943891456667,6.069999864324927,True
189,4.77,43.23,11.695163386909059,6.709999850019813,True
190,4.77,43.22,12.656179864320833,9.669999783858657,True
191,4.755,43.21,14.224233265534657,12.169999727979302,True
192,4.755,43.2,15.187415837185,14.259999681264162,True
193,4.74,43.19,16.753957396353574,15.199999660253525,True
194,4.74,43.18,17.718651810049167,15.639999650418758,True
195,4.725,43.17,19.284078302733622,13.259999703615904,True
196,4.725,43.16,20.249887782913333,12.339999724179506,True
197,4.71,43.15,21.814457926653503,9.699999783188105,True
198,4.71,43.14,22.7811237557775,8.659999806433916,True
199,4.695,43.13,24.345015596260218,6.549999853596091,True
200,4.695,43.12,25.312359728641667,5.209999883547425,True
201,4.68,43.11,26.875701018414645,4.559999898076057,True
202,4.68,43.1,27.843595701505834,4.089999908581376,True
203,4.665,43.09,29.406481210456274,3.4299999233335257,True
204,4.665,43.08,30.37483167437,2.349999947473407,False
205,4.65,43.07,31.937333643109046,1.5899999644607306,False
206,4.65,43.06,32.90606764723417,1.3099999707192183,False
207,4.635,43.05,34.46824240343936,1.0799999758601189,False
208,4.635,43.04,35.437303620098334,0.8499999810010195,False
209,4.62,43.03,36.99919593226167,0.7799999825656414,False
210,4.845,43.32,0.0,11.429999744519591,True
211,4.83,43.31,1.6468443367701215,9.559999786317348,True
212,4.83,43.3,2.5312359728641667,9.479999788105488,True
213,4.83,43.29,3.5447972699348984,12.659999717026949,True
214,4.83,43.28,4.602976501504297,17.829999601468444,True
215,4.815,43.27,6.059191368788063,11.299999747425318,True
216,4.815,43.26,7.089594539869797,10.559999763965607,True
217,4.815,43.25,8.140901319249242,11.549999741837382,True
218,4.815,43.24,9.205953003008593,11.369999745860696,True
219,4.8,43.23,10.634391809804695,9.149999795481563,True
220,4.8,43.22,11.682993249847538,11.569999741390347,True
221,4.8,43.21,12.741967910859438,15.469999654218554,True
222,4.8,43.2,13.808929504512891,17.509999608621,True
223,4.785,43.19,15.226344394899522,17.099999617785215,True
224,4.785,43.18,16.281802638498483,16.779999624937773,True
225,4.785,43.17,17.344048072459632,14.879999667406082,True
226,4.785,43.16,18.411906006017187,11.059999752789736,True
