,SOURCE,SITE,LONGITUDE,LATITUDE,REGION,zone_pretty
513,REPHY,Creusot,3.702637,43.420926,GULF_OF_LION,Gulf of Lion
514,REPHY,Listel,3.61106341,43.38875155,GULF_OF_LION,Gulf of Lion
515,REPHY,Etang de Vic - Puech Long,3.8435,43.505683,GULF_OF_LION,Gulf of Lion
516,REPHY,Etang de Vic - Passe,3.8210924528301886,43.468350150943394,GULF_OF_LION,Gulf of Lion
517,REPHY,Etang du Ponant - VVF,4.101667,43.559067,GULF_OF_LION,Gulf of Lion
518,REPHY,Le Bouquet,5.12263025548179,43.4892898813116,GULF_OF_LION,Gulf of Lion
519,REPHY,Le Jaï,5.15436028968014,43.4081301548984,GULF_OF_LION,Gulf of Lion
520,REPHY,Massane,5.0209404546369,43.4687095151881,GULF_OF_LION,Gulf of Lion
528,SOMLIT,Frioul,5.29167,43.2417,GULF_OF_LION,Gulf of Lion
536,SOMLIT,Luc-sur-Mer,-0.346606,49.3188,BAY_OF_SEINE,Bay of Seine
538,SOMLIT,Antioche,-1.30833,46.0842,BAY_OF_BISCAY,Bay of Biscay
540,SOMLIT,Smile,-0.333041,49.337,BAY_OF_SEINE,Bay of Seine
542,SOMLIT,Sete,3.66167,43.3267,GULF_OF_LION,Gulf of Lion
