zone,source,site,lon,lat,dist,cell_numbers
BAY_OF_BISCAY,REPHY,Large Cap Ferret,-1.3200000524520874,44.63999938964844,0.86,2561225
BAY_OF_BISCAY,REPHY,Large Cap Ferret,-1.3049999475479126,44.63999938964844,1.53,2561226
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.3049999475479126,44.869998931884766,1.96,2522885
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.2899999618530273,44.869998931884766,1.63,2522886
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.274999976158142,44.869998931884766,2.06,2522887
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.3049999475479126,44.880001068115234,1.21,2521218
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.2899999618530273,44.880001068115234,0.52,2521219
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.274999976158142,44.880001068115234,1.37,2521220
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.3049999475479126,44.88999938964844,1.25,2519551
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.2899999618530273,44.88999938964844,0.61,2519552
BAY_OF_BISCAY,REPHY,Large Porge océan,-1.274999976158142,44.88999938964844,1.4,2519553
BAY_OF_BISCAY,REPHY,Le Chapus (a),-1.184999942779541,45.84000015258789,1.57,2361194
BAY_OF_BISCAY,REPHY,Le Chapus (a),-1.1699999570846558,45.84000015258789,1.65,2361195
BAY_OF_BISCAY,REPHY,Le Chapus (a),-1.184999942779541,45.849998474121094,0.61,2359527
BAY_OF_BISCAY,REPHY,Le Chapus (a),-1.1699999570846558,45.849998474121094,0.79,2359528
BAY_OF_BISCAY,REPHY,Le Chapus (a),-1.184999942779541,45.86000061035156,0.87,2357860
BAY_OF_BISCAY,REPHY,Le Chapus (a),-1.1699999570846558,45.86000061035156,1,2357861
BAY_OF_BISCAY,REPHY,Le Cornard,-1.1399999856948853,46.04999923706055,0.92,2326190
BAY_OF_BISCAY,REPHY,Le Cornard,-1.125,46.04999923706055,0.72,2326191
BAY_OF_BISCAY,REPHY,Le Cornard,-1.1399999856948853,46.060001373291016,0.9,2324523
BAY_OF_BISCAY,REPHY,Le Cornard,-1.125,46.060001373291016,0.69,2324524
BAY_OF_BISCAY,REPHY,Le Cornard,-1.1399999856948853,46.06999969482422,1.81,2322856
BAY_OF_BISCAY,REPHY,Le Cornard,-1.125,46.06999969482422,1.71,2322857
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.125,45.970001220703125,1.26,2339527
