zone,source,site,lon,lat,dist,cell_numbers
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13249994814395905,49.665348052978516,0.08,3236844
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12869994342327118,49.665348052978516,0.22,3236843
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13249994814395905,49.66804885864258,0.26,3232080
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12869994342327118,49.66804885864258,0.33,3232079
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13629993796348572,49.665348052978516,0.34,3236845
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13249994814395905,49.66265106201172,0.35,3241608
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12869994342327118,49.66265106201172,0.41,3241607
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13629993796348572,49.66804885864258,0.42,3232081
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13629993796348572,49.66265106201172,0.48,3241609
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12489994615316391,49.665348052978516,0.49,3236842
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12489994615316391,49.66804885864258,0.55,3232078
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13249994814395905,49.67074966430664,0.56,3227316
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12869994342327118,49.67074966430664,0.6,3227315
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12489994615316391,49.66265106201172,0.6,3241606
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.14009994268417358,49.665348052978516,0.61,3236846
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13629993796348572,49.67074966430664,0.65,3227317
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13249994814395905,49.659950256347656,0.65,3246372
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.14009994268417358,49.66804885864258,0.66,3232082
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12869994342327118,49.659950256347656,0.68,3246371
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.14009994268417358,49.66265106201172,0.7,3241610
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13629993796348572,49.659950256347656,0.73,3246373
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12489994615316391,49.67074966430664,0.74,3227314
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12109994143247604,49.665348052978516,0.76,3236841
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12109994143247604,49.66804885864258,0.8,3232077
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12489994615316391,49.659950256347656,0.81,3246370
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.14009994268417358,49.67074966430664,0.82,3227318
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12109994143247604,49.66265106201172,0.84,3241605
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.13249994814395905,49.6734504699707,0.86,3222552
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.12869994342327118,49.6734504699707,0.88,3222551
BAY_OF_SEINE,REPHY,Antifer ponton pétrolier,0.14389994740486145,49.665348052978516,0.88,3236847
